player,shirtnumber,nationality,position,age,minutes,goals,assists,touches,sca,gca,pens_made,shots_total,shots_on_target,pressures,tackles,interceptions,blocks,xg,xa,passes,passes_pct,progressive_passes,progressive_carries,dribbles_completed,dribbles,Team,matchweek,category
Anthony Losilla,8.0,fr FRA,CM,35-157,90.0,0.0,0.0,44.0,3.0,0.0,0.0,1.0,0.0,10.0,1.0,4.0,3.0,0.0,0.0,34.0,79.4,3.0,1.0,1.0,2.0,Bochum,1.0,Midfield
Robert Tesche,23.0,de GER,DM,34-079,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,Bochum,1.0,Midfield
Danilo Soares,3.0,br BRA,LB,29-289,90.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,1.0,1.0,0.0,0.0,65.0,80.0,4.0,6.0,6.0,9.0,Bochum,1.0,Defender
Maxim Leitsch,29.0,de GER,CB,23-088,90.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,0.0,0.0,47.0,72.3,1.0,0.0,0.0,1.0,Bochum,1.0,Defender
Vassilis Lambropoulos,24.0,gr GRE,CB,31-136,88.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,2.0,0.1,0.0,18.0,83.3,0.0,1.0,0.0,0.0,Bochum,1.0,Defender
Silvère Ganvoula M'Boussy,35.0,cg CGO,CB,25-053,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bochum,1.0,Defender
Cristian Gamboa,2.0,cr CRC,RB,31-294,77.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,1.0,0.0,0.0,40.0,60.0,4.0,1.0,0.0,0.0,Bochum,1.0,Defender
Herbert Bockhorn,11.0,de GER,RB,26-195,13.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,77.8,1.0,2.0,1.0,1.0,Bochum,1.0,Defender
Manuel Riemann,1.0,de GER,GK,32-339,90.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,63.0,60.3,0.0,0.0,0.0,0.0,Bochum,1.0,Goalkeeper
Bryan Lasme,10.0,fr FRA,FW,22-273,76.0,0.0,0.0,24.0,1.0,0.0,0.0,2.0,0.0,23.0,3.0,0.0,1.0,0.0,0.0,13.0,61.5,3.0,1.0,0.0,0.0,Arminia,1.0,Forward
Florian Krüger,18.0,de GER,FW,22-182,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,1.0,Arminia,1.0,Forward
Fabian Klos,9.0,de GER,FW,33-255,89.0,0.0,0.0,39.0,1.0,0.0,0.0,4.0,1.0,19.0,0.0,0.0,0.0,0.2,0.0,30.0,46.7,5.0,2.0,0.0,1.0,Arminia,1.0,Forward
Janni Serra,23.0,de GER,FW,23-154,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Arminia,1.0,Forward
Masaya Okugawa,11.0,jp JPN,AM,25-122,66.0,0.0,0.0,18.0,2.0,0.0,0.0,2.0,2.0,18.0,2.0,0.0,0.0,0.6,0.0,12.0,41.7,0.0,5.0,1.0,2.0,Arminia,1.0,Midfield
Robin Hack,21.0,de GER,AM,22-352,24.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,5.0,60.0,1.0,2.0,0.0,0.0,Arminia,1.0,Midfield
Alessandro Schöpf,8.0,at AUT,CM,27-188,90.0,0.0,0.0,38.0,2.0,0.0,0.0,1.0,0.0,20.0,2.0,2.0,1.0,0.0,0.0,26.0,61.5,1.0,3.0,1.0,2.0,Arminia,1.0,Midfield
Fabian Kunze,16.0,de GER,CM,23-061,90.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,24.0,3.0,1.0,0.0,0.0,0.0,23.0,73.9,3.0,2.0,2.0,3.0,Arminia,1.0,Midfield
Manuel Prietl,19.0,at AUT,DM,30-011,90.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,21.0,76.2,3.0,0.0,0.0,0.0,Arminia,1.0,Midfield
Jacob Barrett Laursen,5.0,dk DEN,LB,26-270,76.0,0.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,3.0,0.0,0.0,38.0,68.4,5.0,2.0,0.0,1.0,Arminia,1.0,Defender
Nathan de Medina,15.0,be BEL,LB,23-310,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,66.7,0.0,0.0,0.0,1.0,Arminia,1.0,Defender
Joakim Nilsson,4.0,se SWE,CB,27-189,76.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,0.0,0.0,38.0,71.1,1.0,1.0,0.0,0.0,Arminia,1.0,Defender
Mike van der Hoorn,6.0,nl NED,CB,28-303,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,4.0,75.0,0.0,0.0,0.0,0.0,Arminia,1.0,Defender
Amos Pieper,2.0,de GER,CB,23-209,90.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,3.0,1.0,0.0,0.0,50.0,90.0,0.0,2.0,1.0,1.0,Arminia,1.0,Defender
Cédric Brunner,27.0,ch SUI,RB,27-178,90.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,4.0,0.0,0.0,40.0,62.5,3.0,1.0,0.0,1.0,Arminia,1.0,Defender
Stefan Ortega,1.0,de GER,GK,28-281,90.0,0.0,0.0,78.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,73.0,67.1,0.0,0.0,0.0,0.0,Arminia,1.0,Goalkeeper
Lucas Höler,9.0,de GER,FW,27-035,84.0,0.0,0.0,44.0,3.0,0.0,0.0,3.0,2.0,7.0,2.0,1.0,0.0,0.6,0.0,28.0,75.0,0.0,4.0,0.0,0.0,Freiburg,1.0,Forward
Ermedin Demirović,11.0,ba BIH,AM,23-142,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Freiburg,1.0,Midfield
Vincenzo Grifo,32.0,it ITA,AM,28-129,84.0,0.0,0.0,47.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.8,39.0,79.5,7.0,8.0,0.0,2.0,Freiburg,1.0,Midfield
Janik Haberer,19.0,de GER,FW,27-134,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,0.0,0.0,Freiburg,1.0,Forward
Jeong Woo-yeong,29.0,kr KOR,AM,21-328,69.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,28.0,75.0,1.0,3.0,0.0,1.0,Freiburg,1.0,Midfield
Roland Sallai,22.0,hu HUN,AM,24-084,21.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,11.0,54.5,1.0,2.0,0.0,1.0,Freiburg,1.0,Midfield
Nicolas Höfler,27.0,de GER,DM,31-158,90.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,1.0,12.0,3.0,0.0,1.0,0.0,0.0,35.0,80.0,1.0,1.0,2.0,2.0,Freiburg,1.0,Midfield
Yannik Keitel,14.0,de GER,DM,21-180,69.0,0.0,0.0,45.0,1.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.3,0.0,34.0,55.9,2.0,3.0,0.0,1.0,Freiburg,1.0,Midfield
Baptiste Santamaria,8.0,fr FRA,DM,26-158,21.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,50.0,0.0,1.0,0.0,0.0,Freiburg,1.0,Midfield
Christian Günter,30.0,de GER,WB,28-167,90.0,0.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.1,48.0,68.8,4.0,2.0,0.0,1.0,Freiburg,1.0,Defender
Jonathan Schmid,7.0,fr FRA,WB,31-049,90.0,0.0,0.0,53.0,2.0,0.0,0.0,2.0,1.0,4.0,2.0,2.0,3.0,0.0,0.0,44.0,72.7,3.0,4.0,1.0,1.0,Freiburg,1.0,Defender
Nico Schlotterbeck,4.0,de GER,CB,21-256,90.0,0.0,0.0,75.0,4.0,0.0,0.0,2.0,1.0,7.0,4.0,3.0,2.0,0.3,0.1,54.0,77.8,0.0,4.0,3.0,3.0,Freiburg,1.0,Defender
Philipp Lienhart,3.0,at AUT,CB,25-034,90.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,63.0,82.5,2.0,3.0,0.0,0.0,Freiburg,1.0,Defender
Manuel Gulde,5.0,de GER,CB,30-183,61.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,2.0,0.0,0.0,27.0,88.9,2.0,0.0,0.0,0.0,Freiburg,1.0,Defender
Dominique Heintz,23.0,de GER,CB,27-364,29.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,21.0,90.5,0.0,0.0,0.0,0.0,Freiburg,1.0,Defender
Mark Flekken,26.0,nl NED,GK,28-062,90.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,65.5,0.0,0.0,0.0,0.0,Freiburg,1.0,Goalkeeper
Florian Niederlechner,7.0,de GER,FW,30-294,90.0,0.0,0.0,30.0,3.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,0.2,17.0,76.5,0.0,0.0,0.0,1.0,Augsburg,1.0,Forward
Ruben Vargas,16.0,ch SUI,LW,23-009,80.0,0.0,0.0,43.0,1.0,0.0,0.0,1.0,0.0,7.0,3.0,2.0,0.0,0.2,0.1,25.0,76.0,0.0,6.0,1.0,4.0,Augsburg,1.0,Forward
Noah Joel Sarenren Bazee,17.0,ng NGA,LW,24-358,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Augsburg,1.0,Forward
André Hahn,28.0,de GER,RW,31-001,63.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,1.0,0.1,0.0,11.0,27.3,0.0,0.0,2.0,3.0,Augsburg,1.0,Forward
Daniel Caligiuri,20.0,it ITA,RW,33-211,27.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,85.7,1.0,0.0,0.0,1.0,Augsburg,1.0,Forward
Fredrik Jensen,24.0,fi FIN,AM,23-339,63.0,0.0,0.0,21.0,3.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.1,0.3,19.0,73.7,2.0,5.0,0.0,0.0,Augsburg,1.0,Midfield
Michael Gregoritsch,11.0,at AUT,AM,27-118,27.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,60.0,0.0,0.0,0.0,1.0,Augsburg,1.0,Midfield
Niklas Dorsch,30.0,de GER,DM,23-211,90.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,2.0,0.0,0.0,42.0,85.7,4.0,2.0,0.0,0.0,Augsburg,1.0,Midfield
Jan Morávek,14.0,cz CZE,DM,31-286,58.0,0.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,0.0,20.0,85.0,2.0,0.0,1.0,1.0,Augsburg,1.0,Midfield
Arne Maier,10.0,de GER,DM,22-218,32.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.1,0.0,13.0,69.2,1.0,0.0,0.0,0.0,Augsburg,1.0,Midfield
Iago,22.0,br BRA,LB,24-144,81.0,0.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,3.0,0.0,0.0,47.0,83.0,3.0,2.0,0.0,0.0,Augsburg,1.0,Defender
Mads Pedersen,3.0,dk DEN,LB,24-347,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,100.0,1.0,0.0,0.0,0.0,Augsburg,1.0,Defender
Ohis Felix Uduokhai,19.0,de GER,CB,23-339,90.0,0.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,1.0,4.0,0.1,0.0,56.0,83.9,3.0,2.0,0.0,0.0,Augsburg,1.0,Defender
Jeffrey Gouweleeuw,6.0,nl NED,CB,30-035,90.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,48.0,68.8,0.0,1.0,2.0,3.0,Augsburg,1.0,Defender
Robert Gumny,2.0,pl POL,RB,23-071,90.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,15.0,3.0,1.0,2.0,0.1,0.0,41.0,70.7,2.0,0.0,0.0,1.0,Augsburg,1.0,Defender
Rafał Gikiewicz,1.0,pl POL,GK,33-292,90.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,84.6,0.0,0.0,0.0,0.0,Augsburg,1.0,Goalkeeper
Andrej Kramarić,27.0,hr CRO,FW,30-056,90.0,0.0,3.0,33.0,6.0,3.0,0.0,5.0,3.0,4.0,0.0,1.0,0.0,0.7,1.3,23.0,87.0,5.0,4.0,0.0,0.0,Hoffenheim,1.0,Forward
Jacob Bruun Larsen,7.0,dk DEN,LW,22-329,58.0,1.0,0.0,28.0,3.0,0.0,0.0,2.0,1.0,9.0,0.0,1.0,3.0,0.4,0.1,17.0,70.6,0.0,2.0,0.0,1.0,Hoffenheim,1.0,Forward
Sargis Adamyan,23.0,am ARM,LW,28-083,32.0,1.0,0.0,20.0,2.0,1.0,0.0,1.0,1.0,12.0,2.0,0.0,0.0,0.3,0.0,14.0,71.4,3.0,2.0,0.0,0.0,Hoffenheim,1.0,Forward
Christoph Baumgartner,14.0,at AUT,RW,22-013,73.0,0.0,0.0,27.0,2.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0,0.2,0.0,19.0,52.6,2.0,5.0,0.0,0.0,Hoffenheim,1.0,Forward
Georginio Rutter,33.0,fr FRA,AM,19-116,17.0,1.0,1.0,10.0,4.0,3.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.8,0.9,4.0,100.0,0.0,2.0,2.0,3.0,Hoffenheim,1.0,Midfield
Moanes Dabbur,10.0,il ISR,AM,29-092,58.0,0.0,0.0,30.0,2.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.2,21.0,71.4,0.0,2.0,2.0,2.0,Hoffenheim,1.0,Midfield
Mijat Gaćinović,20.0,rs SRB,RB,26-187,32.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,21.0,95.2,3.0,2.0,1.0,1.0,Hoffenheim,1.0,Defender
Angelo Stiller,13.0,de GER,DM,20-132,90.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,1.0,1.0,0.0,0.0,30.0,76.7,2.0,0.0,0.0,0.0,Hoffenheim,1.0,Midfield
Sebastian Rudy,16.0,de GER,DM,31-167,90.0,1.0,0.0,48.0,1.0,0.0,0.0,3.0,1.0,8.0,3.0,1.0,0.0,1.0,0.0,34.0,67.6,1.0,2.0,0.0,0.0,Hoffenheim,1.0,Midfield
David Raum,17.0,de GER,LB,23-114,51.0,0.0,0.0,46.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,0.1,0.0,38.0,76.3,2.0,1.0,0.0,0.0,Hoffenheim,1.0,Defender
Marco John,30.0,de GER,LB,19-134,39.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,10.0,90.0,1.0,0.0,0.0,0.0,Hoffenheim,1.0,Defender
Kevin Vogt,22.0,de GER,CB,29-325,90.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,71.0,87.3,1.0,0.0,0.0,0.0,Hoffenheim,1.0,Defender
Stefan Posch,38.0,at AUT,CB,24-092,90.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,2.0,3.0,0.0,0.0,67.0,88.1,6.0,0.0,0.0,0.0,Hoffenheim,1.0,Defender
Kevin Akpoguma,25.0,ng NGA,RB,26-117,72.0,0.0,0.0,33.0,4.0,0.0,0.0,1.0,0.0,6.0,2.0,2.0,2.0,0.1,0.1,24.0,87.5,1.0,3.0,1.0,1.0,Hoffenheim,1.0,Defender
Diadie Samassékou,18.0,ml MLI,DM,25-215,18.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,54.5,0.0,1.0,1.0,1.0,Hoffenheim,1.0,Midfield
Oliver Baumann,1.0,de GER,GK,31-073,90.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,83.3,0.0,0.0,0.0,0.0,Hoffenheim,1.0,Goalkeeper
Erling Haaland,9.0,no NOR,FW,21-024,90.0,2.0,3.0,42.0,8.0,5.0,0.0,6.0,3.0,16.0,0.0,0.0,1.0,1.4,0.7,31.0,71.0,5.0,7.0,2.0,2.0,Dortmund,1.0,Forward
Marco Reus,11.0,de GER,LW,32-075,86.0,1.0,2.0,46.0,7.0,4.0,0.0,1.0,1.0,14.0,2.0,1.0,1.0,0.4,0.8,39.0,79.5,4.0,2.0,0.0,0.0,Dortmund,1.0,Forward
Youssoufa Moukoko,18.0,de GER,RW,16-267,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.7,0.0,1.0,0.0,0.0,Dortmund,1.0,Forward
Thorgan Hazard,10.0,be BEL,RW,28-138,72.0,1.0,0.0,53.0,2.0,0.0,0.0,2.0,1.0,18.0,3.0,0.0,3.0,0.2,0.4,40.0,65.0,2.0,2.0,2.0,3.0,Dortmund,1.0,Forward
Donyell Malen,21.0,nl NED,LW,22-207,18.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,33.3,0.0,3.0,0.0,0.0,Dortmund,1.0,Forward
Gio Reyna,7.0,us USA,AM,18-274,86.0,1.0,0.0,66.0,1.0,0.0,0.0,1.0,1.0,14.0,0.0,1.0,1.0,0.4,0.1,50.0,70.0,5.0,4.0,2.0,2.0,Dortmund,1.0,Midfield
Steffen Tigges,27.0,de GER,AM,23-014,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Dortmund,1.0,Midfield
Mahmoud Dahoud,8.0,de GER,DM,25-225,90.0,0.0,0.0,67.0,2.0,0.0,0.0,0.0,0.0,13.0,2.0,3.0,4.0,0.0,0.1,52.0,84.6,8.0,1.0,2.0,4.0,Dortmund,1.0,Midfield
Jude Bellingham,22.0,eng ENG,DM,18-046,72.0,0.0,0.0,54.0,2.0,0.0,0.0,1.0,0.0,23.0,4.0,2.0,3.0,0.1,0.0,35.0,82.9,2.0,4.0,1.0,2.0,Dortmund,1.0,Midfield
Thomas Delaney,6.0,dk DEN,DM,29-345,18.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,73.3,2.0,0.0,0.0,0.0,Dortmund,1.0,Midfield
Nico Schulz,14.0,de GER,LB,28-135,90.0,0.0,0.0,80.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,1.0,0.1,0.0,72.0,83.3,5.0,3.0,1.0,1.0,Dortmund,1.0,Defender
Manuel Akanji,16.0,ch SUI,CB,26-026,90.0,0.0,0.0,93.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,82.0,92.7,1.0,2.0,1.0,1.0,Dortmund,1.0,Defender
Axel Witsel,28.0,be BEL,CB,32-214,77.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,71.0,93.0,1.0,0.0,0.0,0.0,Dortmund,1.0,Defender
Antonios Papadopoulos,47.0,de GER,CB,21-338,13.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,88.9,0.0,0.0,0.0,0.0,Dortmund,1.0,Defender
Felix Passlack,30.0,de GER,RB,23-077,90.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,4.0,0.0,0.0,79.0,89.9,10.0,6.0,0.0,1.0,Dortmund,1.0,Defender
Gregor Kobel,1.0,ch SUI,GK,23-251,90.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,84.5,0.0,0.0,0.0,0.0,Dortmund,1.0,Goalkeeper
Rafael Borré,19.0,co COL,FW,25-333,90.0,0.0,0.0,40.0,1.0,0.0,0.0,4.0,2.0,24.0,0.0,0.0,1.0,1.2,0.0,27.0,74.1,1.0,0.0,0.0,2.0,Eintracht Frankfurt,1.0,Forward
Aymen Barkok,27.0,ma MAR,LW,23-085,45.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,11.0,72.7,1.0,2.0,0.0,1.0,Eintracht Frankfurt,1.0,Forward
Jesper Lindstrøm,29.0,dk DEN,AM,21-166,45.0,0.0,0.0,22.0,3.0,0.0,0.0,1.0,0.0,8.0,1.0,1.0,1.0,0.1,0.7,15.0,86.7,0.0,7.0,1.0,2.0,Eintracht Frankfurt,1.0,Midfield
Daichi Kamada,15.0,jp JPN,RW,25-009,45.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.1,16.0,62.5,0.0,1.0,0.0,0.0,Eintracht Frankfurt,1.0,Forward
Jens Petter Hauge,23.0,no NOR,RW,21-306,45.0,1.0,0.0,24.0,2.0,0.0,0.0,2.0,1.0,12.0,1.0,0.0,1.0,0.4,0.0,19.0,63.2,1.0,1.0,0.0,0.0,Eintracht Frankfurt,1.0,Forward
Makoto Hasebe,20.0,jp JPN,DM,37-208,68.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,2.0,3.0,0.0,0.0,22.0,72.7,0.0,0.0,0.0,0.0,Eintracht Frankfurt,1.0,Midfield
Ajdin Hrustic,7.0,au AUS,DM,25-040,22.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,22.0,77.3,2.0,1.0,0.0,0.0,Eintracht Frankfurt,1.0,Midfield
Djibril Sow,8.0,ch SUI,DM,24-189,90.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,17.0,4.0,7.0,1.0,0.0,0.1,43.0,86.0,4.0,5.0,0.0,0.0,Eintracht Frankfurt,1.0,Midfield
Filip Kostić,10.0,rs SRB,WB,28-286,85.0,0.0,0.0,50.0,4.0,0.0,0.0,1.0,0.0,20.0,1.0,0.0,1.0,0.1,0.3,44.0,72.7,9.0,4.0,0.0,1.0,Eintracht Frankfurt,1.0,Defender
Ragnar Ache,21.0,de GER,LW,23-017,5.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eintracht Frankfurt,1.0,Forward
Danny da Costa,24.0,de GER,WB,28-032,90.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,2.0,0.0,0.0,29.0,62.1,4.0,2.0,0.0,1.0,Eintracht Frankfurt,1.0,Defender
Obite N'Dicka,2.0,fr FRA,CB,21-359,90.0,0.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,2.0,3.0,0.1,0.0,42.0,81.0,0.0,1.0,1.0,2.0,Eintracht Frankfurt,1.0,Defender
Martin Hinteregger,13.0,at AUT,CB,28-341,90.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,2.0,3.0,0.0,0.0,38.0,71.1,3.0,2.0,0.0,0.0,Eintracht Frankfurt,1.0,Defender
Stefan Ilsanker,3.0,at AUT,CB,32-088,45.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,0.0,0.0,18.0,88.9,1.0,1.0,0.0,0.0,Eintracht Frankfurt,1.0,Defender
Christopher Lenz,25.0,de GER,LB,26-326,45.0,0.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,1.0,0.0,0.0,38.0,78.9,5.0,6.0,0.0,0.0,Eintracht Frankfurt,1.0,Defender
Kevin Trapp,1.0,de GER,GK,31-037,90.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,78.0,0.0,0.0,0.0,0.0,Eintracht Frankfurt,1.0,Goalkeeper
Lee Jae-sung,7.0,kr KOR,FW,29-005,89.0,0.0,0.0,41.0,1.0,0.0,0.0,1.0,0.0,11.0,2.0,2.0,1.0,0.0,0.0,27.0,63.0,0.0,2.0,0.0,1.0,Mainz 05,1.0,Forward
Luca Kilian,15.0,de GER,FW,21-348,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mainz 05,1.0,Forward
Jonathan Burkardt,29.0,de GER,FW,21-035,90.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,1.0,0.0,0.1,15.0,73.3,0.0,3.0,1.0,3.0,Mainz 05,1.0,Forward
Paul Nebel,26.0,de GER,AM,18-309,89.0,0.0,0.0,40.0,2.0,0.0,0.0,3.0,1.0,16.0,2.0,1.0,1.0,0.3,0.1,31.0,58.1,0.0,1.0,0.0,1.0,Mainz 05,1.0,Midfield
Romario Rösch,43.0,de GER,AM,22-045,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mainz 05,1.0,Midfield
Leandro Barreiro Martins,8.0,lu LUX,DM,21-224,90.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,3.0,2.0,0.0,0.0,21.0,61.9,1.0,1.0,0.0,0.0,Mainz 05,1.0,Midfield
